17-34, Private, Some-college, Machine-op-inspct, Amer-Indian-Eskimo, Male,20-39, <=50K
35-49, Self-emp-not-inc, HS-grad, Craft-repair, Asian-Pac-Islander, Male,60-79, <=50K
50-65, Private, HS-grad, Prof-specialty, Asian-Pac-Islander, Male,20-39, >50K
17-34, Self-emp-inc, Some-college, Exec-managerial, Asian-Pac-Islander, Male,40-59, >50K
50-65, Private, Bachelors, Exec-managerial, Asian-Pac-Islander, Male,40-59, <=50K
35-49, Self-emp-not-inc, Bachelors, Exec-managerial, Asian-Pac-Islander, Male,40-59, >50K
35-49, Self-emp-not-inc, Bachelors, Exec-managerial, Asian-Pac-Islander, Male,40-59, <=50K
17-34, Self-emp-not-inc, Bachelors, Craft-repair, Asian-Pac-Islander, Male,60-79, >50K
35-49, Self-emp-not-inc, Bachelors, Prof-specialty, Asian-Pac-Islander, Male,40-59, <=50K
35-49, Self-emp-not-inc, HS-grad, Exec-managerial, Asian-Pac-Islander, Male,20-39, <=50K
17-34, Private, HS-grad, Machine-op-inspct, Asian-Pac-Islander, Male,40-59, <=50K
17-34, Self-emp-not-inc, Bachelors, Sales, Asian-Pac-Islander, Male,60-79, <=50K
17-34, Private, Masters, Prof-specialty, Asian-Pac-Islander, Male,0-19, <=50K
17-34, Self-emp-not-inc, Some-college, Craft-repair, Asian-Pac-Islander, Male,40-59, <=50K
17-34, Private, Some-college, Sales, Asian-Pac-Islander, Male,40-59, <=50K
35-49, Self-emp-inc, Bachelors, Exec-managerial, Asian-Pac-Islander, Male,60-79, >50K
35-49, Self-emp-inc, Some-college, Exec-managerial, Asian-Pac-Islander, Male,60-79, <=50K
50-65, Self-emp-inc, Doctorate, Exec-managerial, Asian-Pac-Islander, Male,40-59, >50K
35-49, Private, Masters, Exec-managerial, Asian-Pac-Islander, Male,40-59, >50K
35-49, Private, Masters, Prof-specialty, Asian-Pac-Islander, Male,40-59, >50K
50-65, Private, Doctorate, Prof-specialty, Asian-Pac-Islander, Male,40-59, >50K
17-34, State-gov, Masters, Prof-specialty, Asian-Pac-Islander, Male,0-19, <=50K
17-34, State-gov, Masters, Prof-specialty, Asian-Pac-Islander, Male,20-39, <=50K
35-49, Private, Doctorate, Prof-specialty, Asian-Pac-Islander, Male,40-59, >50K
17-34, Self-emp-inc, HS-grad, Exec-managerial, Asian-Pac-Islander, Male,80+, >50K
17-34, Private, Masters, Exec-managerial, Asian-Pac-Islander, Male,20-39, >50K
35-49, Self-emp-not-inc, Prof-school, Prof-specialty, Asian-Pac-Islander, Male,60-79, >50K
35-49, Private, Doctorate, Prof-specialty, Asian-Pac-Islander, Male,40-59, >50K
17-34, Private, Bachelors, Prof-specialty, Asian-Pac-Islander, Male,40-59, <=50K
35-49, Private, HS-grad, Craft-repair, Asian-Pac-Islander, Male,40-59, <=50K
50-65, Self-emp-inc, Prof-school, Prof-specialty, Asian-Pac-Islander, Male,40-59, >50K
35-49, State-gov, Doctorate, Prof-specialty, Asian-Pac-Islander, Male,40-59, <=50K
35-49, Private, Doctorate, Prof-specialty, Asian-Pac-Islander, Male,40-59, >50K
17-34, State-gov, Masters, Prof-specialty, Asian-Pac-Islander, Male,20-39, <=50K
35-49, Private, Prof-school, Prof-specialty, Asian-Pac-Islander, Male,40-59, >50K
35-49, State-gov, Doctorate, Prof-specialty, Asian-Pac-Islander, Male,40-59, >50K
17-34, Private, HS-grad, Protective-serv, Asian-Pac-Islander, Male,40-59, <=50K
17-34, Private, Doctorate, Prof-specialty, Asian-Pac-Islander, Male,40-59, >50K
35-49, Self-emp-inc, HS-grad, Other-service, Asian-Pac-Islander, Male,60-79, <=50K
35-49, Self-emp-inc, Some-college, Exec-managerial, Asian-Pac-Islander, Male,60-79, >50K
35-49, Private, HS-grad, Adm-clerical, Asian-Pac-Islander, Male,40-59, <=50K
35-49, Private, HS-grad, Transport-moving, Asian-Pac-Islander, Male,60-79, <=50K
17-34, Federal-gov, Assoc-acdm, Sales, Asian-Pac-Islander, Male,40-59, <=50K
17-34, Private, Some-college, Craft-repair, Asian-Pac-Islander, Male,40-59, <=50K
35-49, Federal-gov, Bachelors, Exec-managerial, Asian-Pac-Islander, Male,40-59, >50K
35-49, Private, Some-college, Sales, Asian-Pac-Islander, Male,40-59, >50K
17-34, Private, HS-grad, Transport-moving, Asian-Pac-Islander, Male,40-59, >50K
35-49, Private, Some-college, Transport-moving, Asian-Pac-Islander, Male,40-59, <=50K
35-49, Private, Assoc-acdm, Tech-support, Asian-Pac-Islander, Male,40-59, <=50K
17-34, State-gov, HS-grad, Protective-serv, Asian-Pac-Islander, Male,40-59, >50K
35-49, Local-gov, HS-grad, Protective-serv, Asian-Pac-Islander, Male,40-59, >50K
35-49, Private, Assoc-voc, Machine-op-inspct, Asian-Pac-Islander, Male,40-59, >50K
35-49, State-gov, Bachelors, Exec-managerial, Asian-Pac-Islander, Male,40-59, <=50K
17-34, State-gov, Some-college, Adm-clerical, Asian-Pac-Islander, Male,20-39, <=50K
50-65, Self-emp-inc, HS-grad, Sales, Asian-Pac-Islander, Male,40-59, >50K
65+, Self-emp-inc, HS-grad, Exec-managerial, Asian-Pac-Islander, Male,40-59, >50K
35-49, Private, Masters, Exec-managerial, Asian-Pac-Islander, Male,40-59, >50K
50-65, Self-emp-not-inc, HS-grad, Farming-fishing, Asian-Pac-Islander, Male,40-59, <=50K
35-49, Private, Bachelors, Adm-clerical, Asian-Pac-Islander, Male,40-59, >50K
50-65, Private, HS-grad, Craft-repair, Asian-Pac-Islander, Male,40-59, <=50K
35-49, Private, Some-college, Other-service, Asian-Pac-Islander, Male,80+, >50K
35-49, Private, Some-college, Tech-support, Asian-Pac-Islander, Male,40-59, >50K
50-65, Private, Some-college, Sales, Asian-Pac-Islander, Male,40-59, >50K
17-34, Private, HS-grad, Adm-clerical, Asian-Pac-Islander, Male,40-59, <=50K
50-65, Federal-gov, Some-college, Tech-support, Asian-Pac-Islander, Male,40-59, >50K
35-49, Private, Some-college, Craft-repair, Asian-Pac-Islander, Male,40-59, >50K
50-65, Private, Masters, Exec-managerial, Asian-Pac-Islander, Male,40-59, >50K
50-65, Private, HS-grad, Exec-managerial, Asian-Pac-Islander, Male,40-59, <=50K
35-49, Self-emp-not-inc, Some-college, Exec-managerial, Asian-Pac-Islander, Male,60-79, <=50K
17-34, Federal-gov, Bachelors, Prof-specialty, Asian-Pac-Islander, Male,40-59, >50K
50-65, Private, Assoc-voc, Craft-repair, Asian-Pac-Islander, Male,40-59, >50K
50-65, Local-gov, HS-grad, Other-service, Asian-Pac-Islander, Male,20-39, >50K
50-65, Private, HS-grad, Craft-repair, Asian-Pac-Islander, Male,40-59, <=50K
35-49, Self-emp-inc, Some-college, Craft-repair, Asian-Pac-Islander, Male,40-59, >50K
50-65, Federal-gov, Assoc-acdm, Other-service, Asian-Pac-Islander, Male,40-59, >50K
50-65, Private, HS-grad, Craft-repair, Asian-Pac-Islander, Male,40-59, >50K
17-34, Private, Assoc-acdm, Exec-managerial, Asian-Pac-Islander, Male,0-19, <=50K
50-65, Federal-gov, Masters, Exec-managerial, Asian-Pac-Islander, Male,60-79, >50K
50-65, Self-emp-not-inc, HS-grad, Craft-repair, Asian-Pac-Islander, Male,40-59, <=50K
50-65, Private, 5th-6th, Other-service, Asian-Pac-Islander, Male,40-59, <=50K
50-65, Private, HS-grad, Transport-moving, Asian-Pac-Islander, Male,40-59, <=50K
35-49, Self-emp-not-inc, Bachelors, Exec-managerial, Asian-Pac-Islander, Male,60-79, >50K
35-49, Private, Some-college, Exec-managerial, Asian-Pac-Islander, Male,40-59, <=50K
35-49, State-gov, Assoc-voc, Other-service, Asian-Pac-Islander, Male,40-59, <=50K
17-34, Private, Bachelors, Transport-moving, Asian-Pac-Islander, Male,40-59, >50K
17-34, Private, Bachelors, Prof-specialty, Asian-Pac-Islander, Male,40-59, >50K
35-49, Self-emp-not-inc, Assoc-voc, Craft-repair, Asian-Pac-Islander, Male,40-59, <=50K
17-34, Private, Bachelors, Handlers-cleaners, Asian-Pac-Islander, Male,40-59, <=50K
35-49, Federal-gov, Assoc-voc, Craft-repair, Asian-Pac-Islander, Male,40-59, >50K
65+, Private, 5th-6th, Transport-moving, Asian-Pac-Islander, Male,20-39, <=50K
35-49, Private, Bachelors, Exec-managerial, Asian-Pac-Islander, Male,40-59, <=50K
35-49, Federal-gov, Bachelors, Prof-specialty, Asian-Pac-Islander, Male,40-59, <=50K
17-34, Private, Assoc-voc, Craft-repair, Asian-Pac-Islander, Male,20-39, >50K
35-49, Self-emp-inc, Prof-school, Prof-specialty, Asian-Pac-Islander, Male,40-59, >50K
35-49, Private, Bachelors, Sales, Asian-Pac-Islander, Male,40-59, >50K
17-34, Private, Some-college, Adm-clerical, Asian-Pac-Islander, Male,40-59, >50K
17-34, Private, HS-grad, Craft-repair, Asian-Pac-Islander, Male,40-59, <=50K
17-34, Private, Masters, Tech-support, Asian-Pac-Islander, Male,40-59, >50K
50-65, Private, Masters, Exec-managerial, Asian-Pac-Islander, Male,40-59, >50K
50-65, Private, Bachelors, Craft-repair, Asian-Pac-Islander, Male,40-59, <=50K
35-49, Self-emp-not-inc, Bachelors, Prof-specialty, Asian-Pac-Islander, Male,60-79, >50K
17-34, Federal-gov, HS-grad, Handlers-cleaners, Asian-Pac-Islander, Male,40-59, <=50K
35-49, Private, Masters, Exec-managerial, Asian-Pac-Islander, Male,40-59, >50K
17-34, Private, Bachelors, Tech-support, Asian-Pac-Islander, Male,40-59, >50K
35-49, Private, Bachelors, Exec-managerial, Asian-Pac-Islander, Male,40-59, >50K
17-34, Private, Masters, Prof-specialty, Asian-Pac-Islander, Male,40-59, >50K
35-49, Private, Some-college, Exec-managerial, Asian-Pac-Islander, Male,40-59, <=50K
35-49, Private, Some-college, Machine-op-inspct, Asian-Pac-Islander, Male,40-59, >50K
17-34, Federal-gov, Bachelors, Adm-clerical, Asian-Pac-Islander, Male,20-39, <=50K
50-65, Self-emp-not-inc, HS-grad, Farming-fishing, Asian-Pac-Islander, Male,20-39, <=50K
35-49, Private, HS-grad, Transport-moving, Asian-Pac-Islander, Male,80+, <=50K
17-34, Private, Bachelors, Other-service, Asian-Pac-Islander, Male,20-39, >50K
50-65, Local-gov, Assoc-acdm, Prof-specialty, Asian-Pac-Islander, Male,40-59, >50K
35-49, Federal-gov, Bachelors, Prof-specialty, Asian-Pac-Islander, Male,40-59, >50K
50-65, Private, Some-college, Sales, Asian-Pac-Islander, Male,40-59, >50K
35-49, Private, HS-grad, Tech-support, Asian-Pac-Islander, Male,40-59, >50K
35-49, Local-gov, Bachelors, Farming-fishing, Asian-Pac-Islander, Male,40-59, >50K
35-49, Private, Assoc-acdm, Farming-fishing, Asian-Pac-Islander, Male,40-59, <=50K
35-49, Private, HS-grad, Exec-managerial, Asian-Pac-Islander, Male,40-59, >50K
17-34, Private, Assoc-acdm, Sales, Asian-Pac-Islander, Male,60-79, <=50K
35-49, Private, Some-college, Craft-repair, Asian-Pac-Islander, Male,40-59, >50K
35-49, Self-emp-not-inc, Bachelors, Sales, Asian-Pac-Islander, Male,60-79, <=50K
35-49, Private, Bachelors, Other-service, Asian-Pac-Islander, Male,20-39, <=50K
35-49, Self-emp-not-inc, 12th, Exec-managerial, Asian-Pac-Islander, Male,60-79, <=50K
17-34, Private, HS-grad, Machine-op-inspct, Asian-Pac-Islander, Male,40-59, >50K
35-49, Federal-gov, Bachelors, Prof-specialty, Asian-Pac-Islander, Male,40-59, <=50K
17-34, Private, 11th, Transport-moving, Asian-Pac-Islander, Male,40-59, <=50K
35-49, Private, Some-college, Craft-repair, Asian-Pac-Islander, Male,40-59, <=50K
35-49, Private, Bachelors, Adm-clerical, Asian-Pac-Islander, Male,40-59, <=50K
50-65, Private, HS-grad, Adm-clerical, Asian-Pac-Islander, Male,40-59, <=50K
35-49, Private, Bachelors, Other-service, Asian-Pac-Islander, Male,40-59, <=50K
50-65, Private, Assoc-voc, Craft-repair, Asian-Pac-Islander, Male,40-59, <=50K
17-34, Private, Bachelors, Craft-repair, Asian-Pac-Islander, Male,20-39, >50K
35-49, Private, HS-grad, Adm-clerical, Asian-Pac-Islander, Male,40-59, <=50K
35-49, Private, HS-grad, Craft-repair, Asian-Pac-Islander, Male,40-59, <=50K
17-34, Private, 11th, Handlers-cleaners, Asian-Pac-Islander, Male,40-59, <=50K
50-65, Federal-gov, Doctorate, Prof-specialty, Asian-Pac-Islander, Male,40-59, >50K
65+, Self-emp-not-inc, HS-grad, Farming-fishing, Asian-Pac-Islander, Male,40-59, <=50K
50-65, Private, 7th-8th, Craft-repair, Asian-Pac-Islander, Male,40-59, <=50K
17-34, State-gov, Some-college, Adm-clerical, Asian-Pac-Islander, Male,40-59, <=50K
35-49, Private, Some-college, Craft-repair, Asian-Pac-Islander, Male,40-59, <=50K
35-49, Private, Some-college, Exec-managerial, Black, Male,60-79, >50K
35-49, Private, HS-grad, Transport-moving, Black, Male,40-59, <=50K
50-65, Private, HS-grad, Other-service, Black, Male,40-59, <=50K
17-34, Private, Bachelors, Protective-serv, Black, Male,40-59, <=50K
17-34, Private, Bachelors, Exec-managerial, Black, Male,40-59, >50K
35-49, Private, HS-grad, Machine-op-inspct, Black, Male,40-59, >50K
50-65, Private, 1st-4th, Craft-repair, Black, Male,40-59, >50K
17-34, Private, Prof-school, Prof-specialty, Black, Male,40-59, <=50K
50-65, Private, Some-college, Prof-specialty, Black, Male,40-59, >50K
17-34, Private, HS-grad, Other-service, Black, Male,20-39, <=50K
35-49, Private, HS-grad, Craft-repair, Black, Male,40-59, <=50K
35-49, Private, Bachelors, Handlers-cleaners, Black, Male,40-59, >50K
35-49, Private, HS-grad, Other-service, Black, Male,40-59, <=50K
35-49, Private, HS-grad, Machine-op-inspct, Black, Male,40-59, <=50K
17-34, Self-emp-inc, Some-college, Transport-moving, Black, Male,20-39, <=50K
50-65, Private, HS-grad, Protective-serv, Black, Male,40-59, <=50K
35-49, Private, Assoc-acdm, Exec-managerial, Black, Male,40-59, >50K
17-34, State-gov, Masters, Exec-managerial, Black, Male,40-59, <=50K
17-34, Private, Assoc-acdm, Handlers-cleaners, Black, Male,40-59, <=50K
50-65, Private, HS-grad, Transport-moving, Black, Male,40-59, <=50K
35-49, Private, Some-college, Adm-clerical, Black, Male,40-59, >50K
65+, Local-gov, Doctorate, Prof-specialty, Black, Male,20-39, >50K
50-65, Private, Assoc-voc, Protective-serv, Black, Male,20-39, >50K
17-34, Private, Some-college, Craft-repair, Black, Male,40-59, >50K
17-34, Private, Some-college, Exec-managerial, Black, Male,40-59, <=50K
35-49, Self-emp-not-inc, HS-grad, Sales, Black, Male,60-79, <=50K
50-65, Self-emp-inc, Bachelors, Sales, Black, Male,40-59, <=50K
35-49, Private, Assoc-voc, Tech-support, Black, Male,20-39, <=50K
35-49, Self-emp-not-inc, HS-grad, Craft-repair, Black, Male,20-39, <=50K
35-49, Private, 12th, Other-service, Black, Male,40-59, <=50K
35-49, Private, 12th, Transport-moving, Black, Male,40-59, <=50K
35-49, Private, Some-college, Craft-repair, Black, Male,40-59, >50K
50-65, Private, HS-grad, Craft-repair, Black, Male,40-59, <=50K
35-49, Private, 5th-6th, Other-service, Black, Male,40-59, <=50K
17-34, Private, Some-college, Prof-specialty, Black, Male,40-59, >50K
35-49, Private, Some-college, Tech-support, Black, Male,40-59, >50K
17-34, Private, Some-college, Handlers-cleaners, Black, Male,40-59, <=50K
17-34, Federal-gov, Masters, Transport-moving, Black, Male,40-59, <=50K
50-65, Private, 1st-4th, Other-service, Black, Male,20-39, <=50K
50-65, Private, Some-college, Craft-repair, Black, Male,40-59, >50K
17-34, Local-gov, HS-grad, Protective-serv, Black, Male,20-39, <=50K
17-34, Private, Some-college, Machine-op-inspct, Black, Male,40-59, <=50K
17-34, Local-gov, 9th, Craft-repair, Black, Male,40-59, >50K
50-65, Private, HS-grad, Tech-support, Black, Male,40-59, >50K
50-65, Private, 5th-6th, Craft-repair, Black, Male,40-59, <=50K
50-65, Private, 9th, Machine-op-inspct, Black, Male,20-39, <=50K
50-65, Federal-gov, Some-college, Exec-managerial, Black, Male,40-59, >50K
35-49, Local-gov, Masters, Exec-managerial, Black, Male,40-59, >50K
50-65, Federal-gov, HS-grad, Craft-repair, Black, Male,40-59, >50K
65+, Private, HS-grad, Other-service, Black, Male,0-19, <=50K
50-65, Private, HS-grad, Craft-repair, Black, Male,40-59, <=50K
17-34, Private, Some-college, Exec-managerial, Black, Male,80+, <=50K
50-65, Federal-gov, Masters, Exec-managerial, Black, Male,40-59, >50K
35-49, State-gov, HS-grad, Transport-moving, Black, Male,40-59, <=50K
17-34, Private, Some-college, Sales, Black, Male,20-39, <=50K
65+, Private, Some-college, Protective-serv, Black, Male,40-59, <=50K
35-49, Local-gov, Bachelors, Prof-specialty, Black, Male,40-59, <=50K
35-49, State-gov, Bachelors, Prof-specialty, Black, Male,40-59, >50K
50-65, Private, HS-grad, Craft-repair, Black, Male,40-59, <=50K
50-65, Federal-gov, Assoc-acdm, Other-service, Black, Male,40-59, <=50K
35-49, Local-gov, Some-college, Prof-specialty, Black, Male,40-59, >50K
17-34, Private, Some-college, Craft-repair, Black, Male,40-59, <=50K
17-34, Private, HS-grad, Transport-moving, Black, Male,20-39, <=50K
50-65, Self-emp-inc, HS-grad, Prof-specialty, Black, Male,60-79, >50K
35-49, Private, HS-grad, Craft-repair, Black, Male,40-59, <=50K
50-65, Federal-gov, Bachelors, Adm-clerical, Black, Male,40-59, >50K
50-65, Private, 10th, Other-service, Black, Male,40-59, <=50K
35-49, Private, Some-college, Adm-clerical, Black, Male,40-59, >50K
35-49, Federal-gov, HS-grad, Adm-clerical, Black, Male,40-59, >50K
17-34, Private, HS-grad, Sales, Black, Male,40-59, <=50K
35-49, Private, Some-college, Craft-repair, Black, Male,40-59, >50K
17-34, Private, HS-grad, Handlers-cleaners, Black, Male,40-59, <=50K
35-49, Private, HS-grad, Other-service, Black, Male,40-59, <=50K
35-49, Federal-gov, Some-college, Adm-clerical, Black, Male,20-39, <=50K
35-49, Federal-gov, 9th, Farming-fishing, Black, Male,40-59, <=50K
17-34, State-gov, Bachelors, Adm-clerical, Black, Male,40-59, <=50K
17-34, Local-gov, HS-grad, Other-service, Black, Male,40-59, <=50K
17-34, Private, HS-grad, Machine-op-inspct, Black, Male,40-59, <=50K
50-65, Private, HS-grad, Machine-op-inspct, Black, Male,40-59, <=50K
50-65, Local-gov, HS-grad, Other-service, Black, Male,40-59, <=50K
50-65, Private, HS-grad, Craft-repair, Black, Male,40-59, <=50K
17-34, Private, HS-grad, Transport-moving, Black, Male,40-59, <=50K
50-65, Private, 11th, Craft-repair, Black, Male,40-59, <=50K
65+, Private, 1st-4th, Transport-moving, Black, Male,20-39, <=50K
50-65, Private, Some-college, Exec-managerial, Black, Male,40-59, >50K
35-49, Self-emp-inc, Doctorate, Prof-specialty, Black, Male,60-79, >50K
35-49, Private, 7th-8th, Machine-op-inspct, Black, Male,40-59, <=50K
35-49, Private, HS-grad, Protective-serv, Black, Male,40-59, >50K
17-34, Private, HS-grad, Adm-clerical, Black, Male,40-59, <=50K
65+, State-gov, HS-grad, Craft-repair, Black, Male,40-59, <=50K
50-65, Private, 5th-6th, Transport-moving, Black, Male,40-59, <=50K
50-65, Private, 7th-8th, Transport-moving, Black, Male,40-59, <=50K
50-65, Local-gov, Masters, Prof-specialty, Black, Male,40-59, >50K
50-65, Private, 9th, Handlers-cleaners, Black, Male,60-79, <=50K
50-65, Private, 7th-8th, Other-service, Black, Male,40-59, <=50K
50-65, Local-gov, Bachelors, Protective-serv, Black, Male,20-39, <=50K
50-65, Federal-gov, Assoc-acdm, Tech-support, Black, Male,40-59, <=50K
50-65, Private, 7th-8th, Transport-moving, Black, Male,40-59, <=50K
50-65, Private, 7th-8th, Transport-moving, Black, Male,40-59, <=50K
17-34, Private, Some-college, Other-service, Black, Male,40-59, <=50K
35-49, Private, Assoc-acdm, Prof-specialty, Black, Male,40-59, <=50K
65+, State-gov, Doctorate, Prof-specialty, Black, Male,20-39, >50K
35-49, Self-emp-inc, Assoc-voc, Exec-managerial, Black, Male,40-59, >50K
50-65, Private, Assoc-voc, Craft-repair, Black, Male,40-59, >50K
35-49, Private, 10th, Craft-repair, Black, Male,40-59, <=50K
50-65, Private, HS-grad, Craft-repair, Black, Male,40-59, <=50K
35-49, Private, 9th, Machine-op-inspct, Black, Male,40-59, <=50K
50-65, Private, 11th, Machine-op-inspct, Black, Male,40-59, <=50K
35-49, Private, Bachelors, Exec-managerial, Black, Male,40-59, <=50K
50-65, Self-emp-inc, HS-grad, Exec-managerial, Black, Male,60-79, >50K
35-49, Private, Some-college, Sales, Black, Male,0-19, <=50K
35-49, Private, Masters, Craft-repair, Black, Male,40-59, >50K
50-65, Private, 10th, Craft-repair, Black, Male,40-59, >50K
35-49, Private, 9th, Machine-op-inspct, Black, Male,40-59, <=50K
17-34, Private, 9th, Farming-fishing, Black, Male,40-59, <=50K
50-65, Private, HS-grad, Adm-clerical, Black, Male,40-59, <=50K
35-49, Private, HS-grad, Machine-op-inspct, Black, Male,40-59, <=50K
35-49, Private, HS-grad, Craft-repair, Black, Male,40-59, >50K
35-49, Local-gov, Masters, Prof-specialty, Black, Male,20-39, >50K
17-34, Private, HS-grad, Machine-op-inspct, Black, Male,40-59, <=50K
35-49, Federal-gov, Some-college, Transport-moving, Black, Male,40-59, <=50K
50-65, Private, HS-grad, Handlers-cleaners, Black, Male,40-59, <=50K
50-65, Private, Some-college, Craft-repair, Black, Male,40-59, >50K
65+, Private, Bachelors, Exec-managerial, Black, Male,40-59, >50K
35-49, Private, HS-grad, Machine-op-inspct, Black, Male,40-59, <=50K
35-49, Private, Assoc-voc, Craft-repair, Black, Male,40-59, <=50K
35-49, Private, Bachelors, Other-service, Black, Male,20-39, >50K
50-65, Federal-gov, HS-grad, Adm-clerical, Black, Male,40-59, <=50K
50-65, Private, HS-grad, Handlers-cleaners, Black, Male,40-59, <=50K
35-49, Private, HS-grad, Adm-clerical, Black, Male,40-59, <=50K
50-65, Private, Bachelors, Sales, Black, Male,40-59, >50K
50-65, Private, Some-college, Transport-moving, Black, Male,20-39, <=50K
